ref_pmid,ref_nct_number,ref_primary_nct_number,ref_primary_nct_source,ref_is_pubmed_clinical_trial,ref_publication_types,ref_nct_source,ref_is_primary_nct_for_pmid,ref_nct_order_in_pmid
26014292,NCT01790152,NCT01790152,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
26022815,NCT02239744,NCT02239744,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26039600,NCT00032487,NCT00032487,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.",databank,True,1
26061836,NCT01789554,NCT01789554,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26093871,NCT00317252,NCT00317252,databank,True,Comparative Study;Journal Article;Randomized Controlled Trial,databank,True,1
26095867,NCT00786474,NCT00786474,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
26106946,NCT01412541,NCT01412541,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26250487,NCT02055534,NCT02055534,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26267623,NCT01131260,NCT01131260,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
26330424,NCT00512109,NCT00512109,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26386801,NCT00017953,NCT00017953,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, N.I.H., Intramural;Research Support, U.S. Gov't, Non-P.H.S.",databank,True,1
26414435,NCT01531387,NCT01531387,databank,True,"Clinical Trial, Phase III;Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
26417701,NCT02075450,NCT02075450,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26436130,NCT01570868,NCT01570868,databank,True,"Clinical Trial, Phase II;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
26466021,NCT01623180,NCT01623180,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26482279,NCT01136733,NCT01136733,databank,True,"Clinical Trial, Phase II;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26490494,NCT00127452,NCT00127452,databank,False,"Journal Article;Observational Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
26550689,NCT00807040,NCT00807040,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
26551272,NCT01206062,NCT01206062,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
26551877,NCT02004873,NCT02004873,databank,True,"Clinical Trial;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
26578201,NCT00673036,NCT00673036,databank,True,"Journal Article;Multicenter Study;Observational Study;Research Support, Non-U.S. Gov't",databank,True,1
26578201,NCT01237418,NCT00673036,databank,True,"Journal Article;Multicenter Study;Observational Study;Research Support, Non-U.S. Gov't",databank,False,2
26627878,NCT00412984,NCT00412984,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26670617,NCT01425307,NCT01425307,databank,True,"Clinical Trial, Phase III;Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
26682921,NCT01019135,NCT01019135,databank,True,"Journal Article;Pragmatic Clinical Trial;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26691646,NCT02069015,NCT02069015,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26718672,NCT00209274,NCT00209274,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26733609,NCT01325675,NCT01325675,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26746456,NCT00959660,NCT00959660,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
26757786,NCT01305785,NCT01305785,databank,False,Journal Article,databank,True,1
26774179,NCT01095185,NCT01095185,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
26794722,NCT01255540,NCT01255540,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26955859,NCT00403767,NCT00403767,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26969758,NCT00120406,NCT00120406,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26975647,NCT01151865,NCT01151865,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
26988951,NCT00800137,NCT00800137,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
27001965,NCT00979589,NCT00979589,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
27002141,NCT02318342,NCT02318342,abstract,False,Comparative Study;Journal Article,abstract,True,1
27040451,NCT00806988,NCT00806988,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
27056964,NCT00562289,NCT00562289,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
27058906,NCT01619891,NCT01619891,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
27116918,NCT01456936,NCT01456936,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
27165949,NCT00225849,NCT00225849,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
27243899,NCT00715962,NCT00715962,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
27266868,NCT01723332,NCT01723332,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
27295427,NCT01179048,NCT01179048,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
27321972,NCT01997307,NCT01997307,databank,False,Journal Article,databank,True,1
27327441,NCT02039492,NCT02039492,databank,True,Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
27401505,NCT02466100,NCT02466100,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural",databank,True,1
27402237,NCT02060630,NCT02060630,databank,True,Comparative Study;Journal Article;Randomized Controlled Trial,databank,True,1
27423981,NCT01645943,NCT01645943,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
27440630,NCT01369537,NCT01369537,databank,True,Journal Article;Multicenter Study,databank,True,1
27467907,NCT01905033,NCT01905033,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
27481881,NCT02232269,NCT02232269,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
27571048,NCT00738179,NCT00738179,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
27576775,NCT01225562,NCT01225562,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
27590218,NCT02072434,NCT02072434,databank,True,"Clinical Trial, Phase III;Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
27590665,NCT00319982,NCT00319982,databank,False,Journal Article,databank,True,1
27595276,NCT02110693,NCT02110693,databank,True,Clinical Trial;Journal Article;Multicenter Study,databank,True,1
27633186,NCT01720446,NCT01720446,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial;Comment,databank,True,1
27647847,NCT00081731,NCT00081731,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
27717299,NCT01847274,NCT01847274,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial",databank,True,1
27749954,NCT02045992,NCT02045992,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
27768852,NCT00560859,NCT00560859,databank,False,Journal Article,databank,True,1
27875999,NCT01681017,NCT01681017,databank,True,"Journal Article;Multicenter Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
27881565,NCT00110448,NCT00110448,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
27919865,NCT01969240,NCT01969240,databank,True,Journal Article;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,True,1
27932051,NCT01174628,NCT01174628,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
27959716,NCT00346216,NCT00346216,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't;Comment",databank,True,1
28228428,NCT00438113,NCT00438113,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
28231325,NCT01817998,NCT01817998,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
28264059,NCT01619267,NCT01619267,databank,True,Journal Article;Multicenter Study,databank,True,1
28304224,NCT01764633,NCT01764633,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
28331015,NCT01864031,NCT01864031,databank,True,Clinical Trial;Journal Article,databank,True,1
28424223,NCT01858363,NCT01858363,databank,True,Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
28424269,NCT00979589,NCT00979589,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
28456509,NCT00872469,NCT00872469,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
28498942,NCT01326650,NCT01326650,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
28515068,NCT00000611,NCT00000611,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
28528767,NCT01433627,NCT01433627,databank,False,Journal Article,databank,True,1
28581356,NCT01358877,NCT01358877,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial",databank,True,1
28662805,NCT01737528,NCT01737528,databank,True,Journal Article;Multicenter Study,databank,True,1
28693934,NCT01845207,NCT01845207,databank,True,Clinical Trial;Journal Article;Multicenter Study,databank,True,1
28705314,NCT01589601,NCT01589601,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
28729250,NCT01858428,NCT01858428,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
28729250,NCT01912937,NCT01858428,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,False,2
28731928,NCT02758119,NCT02758119,databank,True,Comparative Study;Journal Article;Randomized Controlled Trial,databank,True,1
28813214,NCT02207634,NCT02207634,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
28838044,NCT02426307,NCT02426307,databank,True,Clinical Trial;Journal Article,databank,True,1
28843768,NCT01568866,NCT01568866,databank,True,"Clinical Trial, Phase III;Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
28855078,NCT01959451,NCT01959451,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
28859943,NCT00662480,NCT00662480,databank,True,Comparative Study;Journal Article;Randomized Controlled Trial,databank,True,1
28859944,NCT02439749,NCT02439749,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
28885881,NCT02125461,NCT02125461,databank,True,"Clinical Trial, Phase III;Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
28902580,NCT00738894,NCT00738894,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
28902590,NCT00465270,NCT00465270,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
28959461,NCT00979589,NCT00979589,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
28973065,NCT01508819,NCT01508819,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
28973220,NCT01536470,NCT01536470,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
28985265,NCT01255540,NCT01255540,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29046319,NCT02683707,NCT02683707,databank,True,"Letter;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29064263,NCT02004665,NCT02004665,databank,True,Journal Article;Multicenter Study;Observational Study,databank,True,1
29083953,NCT01927549,NCT01927549,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29099872,NCT02605733,NCT02605733,abstract,True,Journal Article;Randomized Controlled Trial,abstract,True,1
29102362,NCT02099617,NCT02099617,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29129157,NCT02142283,NCT02142283,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29130845,NCT02042898,NCT02042898,databank,True,Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
29132159,NCT01082874,NCT01082874,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29132880,NCT01776424,NCT01776424,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29133605,NCT01764633,NCT01764633,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29141087,NCT01408901,NCT01408901,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
29146865,NCT01405976,NCT01405976,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29169474,NCT00005391,NCT00005391,databank,False,Journal Article;Observational Study,databank,True,1
29170358,NCT01202916,NCT01202916,databank,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
29212839,NCT01421771,NCT01421771,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
29223479,NCT00976989,NCT00976989,databank,True,"Clinical Trial, Phase II;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29223745,NCT01633060,NCT01633060,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29322167,NCT01174550,NCT01174550,databank,True,"Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
29364767,NCT02586415,NCT02586415,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
29385358,NCT00643188,NCT00643188,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29401239,NCT00877643,NCT00877643,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29435343,NCT03015454,NCT03015454,databank,False,Journal Article,databank,True,1
29447735,NCT01205776,NCT01205776,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29459361,NCT01777503,NCT01777503,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29482225,NCT02344576,NCT02344576,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
29486039,NCT02327026,NCT02327026,databank,True,"Comparative Study;Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29486493,NCT01260831,NCT01260831,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29509764,NCT03037255,NCT03037255,databank,False,"Journal Article;Observational Study;Research Support, Non-U.S. Gov't",databank,True,1
29525724,NCT03208153,NCT03208153,databank,True,Clinical Trial Protocol;Comparative Study;Journal Article,databank,True,1
29566104,NCT01698918,NCT01698918,databank,True,"Clinical Trial, Phase II;Journal Article;Multicenter Study;Randomized Controlled Trial",databank,True,1
29605469,NCT01127711,NCT01127711,databank,True,Journal Article;Multicenter Study,databank,True,1
29605469,NCT01127698,NCT01127711,databank,True,Journal Article;Multicenter Study,databank,False,2
29658856,NCT02578680,NCT02578680,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29659797,NCT02100228,NCT02100228,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29710165,NCT02462824,NCT02462824,databank,True,"Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Intramural",databank,True,1
29720397,NCT03259711,NCT03259711,databank,False,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
29748195,NCT02039154,NCT02039154,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
29754670,NCT02112227,NCT02112227,databank,False,Journal Article;Meta-Analysis;Review,databank,True,1
29759500,NCT01043705,NCT01043705,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
29759500,NCT01043861,NCT01043705,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,False,2
29766750,NCT00991029,NCT00991029,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
29766770,NCT01525290,NCT01525290,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29791247,NCT01844492,NCT01844492,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
29803589,NCT02439775,NCT02439775,databank,True,Comparative Study;Journal Article;Randomized Controlled Trial,databank,True,1
29803590,NCT02649426,NCT02649426,databank,True,Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
29944894,NCT02539238,NCT02539238,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30021845,NCT00000479,NCT00000479,databank,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
30072400,NCT01179048,NCT01179048,abstract,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",abstract,True,1
30103071,NCT02536118,NCT02536118,databank,True,"Clinical Trial;Comparative Study;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
30103071,NCT02004873,NCT02536118,databank,True,"Clinical Trial;Comparative Study;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,False,2
30145927,NCT01920698,NCT01920698,databank,True,"Clinical Trial, Phase III;Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30145929,NCT01994889,NCT01994889,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30145971,NCT01927549,NCT01927549,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30146931,NCT00135226,NCT00135226,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30146935,NCT01877915,NCT01877915,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30146969,NCT02042898,NCT02042898,databank,True,"Comparative Study;Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30152252,NCT01375257,NCT01375257,databank,True,"Comparative Study;Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30158069,NCT00501059,NCT00501059,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30167699,NCT02419573,NCT02419573,databank,True,"Comparative Study;Journal Article;Pragmatic Clinical Trial;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
30209050,NCT01355159,NCT01355159,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30221596,NCT01038583,NCT01038583,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
30221597,NCT01038583,NCT01038583,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
30280635,NCT02775435,NCT02775435,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30280640,NCT01626079,NCT01626079,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30309472,NCT02920346,NCT02920346,databank,False,Journal Article;Observational Study,databank,True,1
30403574,NCT01663402,NCT01663402,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30415602,NCT01730534,NCT01730534,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30415628,NCT01492361,NCT01492361,databank,True,"Clinical Trial, Phase III;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30429050,NCT02859311,NCT02859311,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30442497,NCT03387540,NCT03387540,databank,False,"Journal Article;Observational Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
30501869,NCT01424982,NCT01424982,databank,True,"Clinical Trial, Phase II;Journal Article",databank,True,1
30540612,NCT00981474,NCT00981474,databank,False,"Journal Article;Observational Study;Research Support, N.I.H., Extramural",databank,True,1
30540612,NCT02587039,NCT00981474,databank,False,"Journal Article;Observational Study;Research Support, N.I.H., Extramural",databank,False,2
30545448,NCT01002911,NCT01002911,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30582447,NCT02885636,NCT02885636,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
30586691,NCT02920034,NCT02920034,databank,True,"Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30636561,NCT01777503,NCT01777503,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
30659702,NCT02301455,NCT02301455,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
30667281,NCT02306616,NCT02306616,databank,False,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
30667500,NCT01340404,NCT01340404,databank,True,Comparative Study;Controlled Clinical Trial;Journal Article;Multicenter Study,databank,True,1
30678759,NCT01149590,NCT01149590,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30714833,NCT02429479,NCT02429479,databank,True,"Letter;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
30717805,NCT03369210,NCT03369210,databank,True,Clinical Trial Protocol;Journal Article,databank,True,1
30732456,NCT00719667,NCT00719667,databank,True,Clinical Trial;Journal Article,databank,True,1
30768192,NCT01321086,NCT01321086,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
30773118,NCT01933581,NCT01933581,databank,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
30777840,NCT01933581,NCT01933581,databank,False,Journal Article,databank,True,1
30779529,NCT02853331,NCT02853331,databank,True,"Clinical Trial, Phase III;Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30784691,NCT02956343,NCT02956343,databank,False,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
30792873,NCT01832233,NCT01832233,databank,False,Journal Article,databank,True,1
30806695,NCT02112227,NCT02112227,databank,True,Comparative Study;Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial,databank,True,1
30871693,NCT02304276,NCT02304276,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
30874766,NCT00911508,NCT00911508,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
30883054,NCT02248753,NCT02248753,databank,True,"Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30883056,NCT02277990,NCT02277990,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
30902689,NCT02010151,NCT02010151,databank,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
30910320,NCT01059396,NCT01059396,databank,True,Journal Article;Multicenter Study;Randomized Controlled Trial,databank,True,1
30912836,NCT02139800,NCT02139800,databank,True,"Comparative Study;Journal Article;Multicenter Study;Pragmatic Clinical Trial;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
30951004,NCT02539238,NCT02539238,databank,True,"Journal Article;Multicenter Study;Observational Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
31005540,NCT02499679,NCT02499679,databank,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",databank,True,1
31034032,NCT00991029,NCT00991029,databank,True,"Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",databank,True,1
31060559,NCT00680706,NCT00680706,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
31166679,NCT02278120,NCT02278120,databank,True,"Clinical Trial, Phase III;Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
