Authors,AuthorsWithAffiliationNameFull,AuthorsWithAffiliationNameInitial,AuthorsWithAffiliationAffiliation,AllAffiliations,Abstract,date_year,date_monthY,date_mdY,PMID,PMCID,DOI,JournalTitle,ArticleTitle,PageStart,PageEnd,Volume,Issue,MeSH_Terms,MeSH_Major,MeSH_with_Qualifiers,Keywords,DocumentType
"Aziz K, Lee HC, Escobedo MB, Hoover AV, Kamath-Rayne BD, Kapadia VS, Magid DJ, Niermeyer S, Schmölzer GM, Szyld E, Weiner GM, Wyckoff MH, Yamada NK, Zaichkin J",,,,[''],,2020,Oct 2020,10/20/2020,33081528,,10.1161/CIR.0000000000000902,Circulation,Part 5: Neonatal Resuscitation: 2020 American Heart Association Guidelines for Cardiopulmonary Resuscitation and Emergency Cardiovascular Care.,S524,S550,142.0,16_suppl_2,"Advanced Cardiac Life Support; Age Factors; American Heart Association; Cardiology; Cardiology Service, Hospital; Cardiopulmonary Resuscitation; Consensus; Emergencies; Emergency Service, Hospital; Evidence-Based Medicine; Heart Arrest; Humans; Infant, Newborn; Neonatology; Risk Factors; Treatment Outcome; United States",,"Advanced Cardiac Life Support/standards; Age Factors; American Heart Association; Cardiology/standards; Cardiology Service, Hospital/standards; Cardiopulmonary Resuscitation/adverse effects, standards; Consensus; Emergencies; Emergency Service, Hospital/standards; Evidence-Based Medicine/standards; Heart Arrest/diagnosis, physiopathology, therapy; Humans; Infant, Newborn; Neonatology/standards; Risk Factors; Treatment Outcome; United States",AHA Scientific Statements; cardiopulmonary resuscitation; neonatal resuscitation; neonate,"Journal Article, Practice Guideline, Systematic Review"
"Cheng A, Magid DJ, Auerbach M, Bhanji F, Bigham BL, Blewer AL, Dainty KN, Diederich E, Lin Y, Leary M, Mahgoub M, Mancini ME, Navarro K, Donoghue A",,,,[''],,2020,Oct 2020,10/20/2020,33081527,,10.1161/CIR.0000000000000903,Circulation,Part 6: Resuscitation Education Science: 2020 American Heart Association Guidelines for Cardiopulmonary Resuscitation and Emergency Cardiovascular Care.,S551,S579,142.0,16_suppl_2,"Advanced Cardiac Life Support; American Heart Association; Cardiology; Cardiology Service, Hospital; Cardiopulmonary Resuscitation; Clinical Competence; Consensus; Education, Medical, Graduate; Emergencies; Emergency Service, Hospital; Evidence-Based Medicine; Heart Arrest; Humans; Risk Factors; Treatment Outcome; United States",,"Advanced Cardiac Life Support/standards; American Heart Association; Cardiology/education, standards; Cardiology Service, Hospital/standards; Cardiopulmonary Resuscitation/adverse effects, education, standards; Clinical Competence/standards; Consensus; Education, Medical, Graduate/standards; Emergencies; Emergency Service, Hospital/standards; Evidence-Based Medicine/standards; Heart Arrest/diagnosis, physiopathology, therapy; Humans; Risk Factors; Treatment Outcome; United States",AHA Scientific Statements; cardiopulmonary resuscitation; education; resuscitation; training,"Journal Article, Practice Guideline, Review"
"Berg KM, Cheng A, Panchal AR, Topjian AA, Aziz K, Bhanji F, Bigham BL, Hirsch KG, Hoover AV, Kurz MC, Levy A, Lin Y, Magid DJ, Mahgoub M, Peberdy MA, Rodriguez AJ, Sasson C, Lavonas EJ, Adult Basic and Advanced Life Support, Pediatric Basic and Advanced Life Support, Neonatal Life Support, and Resuscitation Education Science Writing Groups",,,,[''],"Survival after cardiac arrest requires an integrated system of people, training, equipment, and organizations working together to achieve a common goal. Part 7 of the <i>2020 American Heart Association Guidelines for Cardiopulmonary Resuscitation and Emergency Cardiovascular Care</i> focuses on systems of care, with an emphasis on elements that are relevant to a broad range of resuscitation situations. Previous systems of care guidelines have identified a Chain of Survival, beginning with prevention and early identification of cardiac arrest and proceeding through resuscitation to post-cardiac arrest care. This concept is reinforced by the addition of recovery as an important stage in cardiac arrest survival. Debriefing and other quality improvement strategies were previously mentioned and are now emphasized. Specific to out-of-hospital cardiac arrest, this Part contains recommendations about community initiatives to promote cardiac arrest recognition, cardiopulmonary resuscitation, public access defibrillation, mobile phone technologies to summon first responders, and an enhanced role for emergency telecommunicators. Germane to in-hospital cardiac arrest are recommendations about the recognition and stabilization of hospital patients at risk for developing cardiac arrest. This Part also includes recommendations about clinical debriefing, transport to specialized cardiac arrest centers, organ donation, and performance measurement across the continuum of resuscitation situations.",2020,Oct 2020,10/20/2020,33081524,,10.1161/CIR.0000000000000899,Circulation,Part 7: Systems of Care: 2020 American Heart Association Guidelines for Cardiopulmonary Resuscitation and Emergency Cardiovascular Care.,S580,S604,142.0,16_suppl_2,"Advanced Cardiac Life Support; American Heart Association; Cardiology; Cardiology Service, Hospital; Cardiopulmonary Resuscitation; Consensus; Cooperative Behavior; Delivery of Health Care, Integrated; Emergencies; Emergency Service, Hospital; Evidence-Based Medicine; Heart Arrest; Humans; Interdisciplinary Communication; Patient Care Team; Risk Factors; Treatment Outcome; United States",,"Advanced Cardiac Life Support/standards; American Heart Association; Cardiology/standards; Cardiology Service, Hospital/standards; Cardiopulmonary Resuscitation/adverse effects, standards; Consensus; Cooperative Behavior; Delivery of Health Care, Integrated/standards; Emergencies; Emergency Service, Hospital/standards; Evidence-Based Medicine/standards; Heart Arrest/diagnosis, physiopathology, therapy; Humans; Interdisciplinary Communication; Patient Care Team/standards; Risk Factors; Treatment Outcome; United States",AHA Scientific Statements; cardiopulmonary resuscitation; delivery of health care; emergency medical dispatcher; hospital rapid response team; organ transplantation; patient care team; quality improvement,"Journal Article, Practice Guideline, Systematic Review"
"Beaton A, Kamalembo FB, Dale J, Kado JH, Karthikeyan G, Kazi DS, Longenecker CT, Mwangi J, Okello E, Ribeiro ALP, Taubert KA, Watkins DA, Wyber R, Zimmerman M, Carapetis J, American Heart Association Young Hearts Rheumatic Fever, Endocarditis and Kawasaki Disease Committee of the Council on Lifelong Congenital Heart Disease and Heart Health in the Young; Advocacy Coordinating Committee; Council on Cardiovascular and Stroke Nursing; and Council on Clinical Cardiology",,,,[''],"Rheumatic heart disease (RHD) affects ≈40 million people and claims nearly 300 000 lives each year. The historic passing of a World Health Assembly resolution on RHD in 2018 now mandates a coordinated global response. The American Heart Association is committed to serving as a global champion and leader in RHD care and prevention. Here, we pledge support in 5 key areas: (1) professional healthcare worker education and training, (2) technical support for the implementation of evidence-based strategies for rheumatic fever/RHD prevention, (3) access to essential medications and technologies, (4) research, and (5) advocacy to increase global awareness, resources, and capacity for RHD control. In bolstering the efforts of the American Heart Association to combat RHD, we hope to inspire others to collaborate, communicate, and contribute.",2020,Nov 2020,11/17/2020,33070654,,10.1161/CIR.0000000000000922,Circulation,The American Heart Association's Call to Action for Reducing the Global Burden of Rheumatic Heart Disease: A Policy Statement From the American Heart Association.,e358,e368,142.0,20,"American Heart Association; Cost of Illness; Education, Medical, Continuing; Humans; Practice Guidelines as Topic; Rheumatic Heart Disease; United States","American Heart Association; Cost of Illness; Education, Medical, Continuing; Rheumatic Heart Disease","American Heart Association; Cost of Illness; Education, Medical, Continuing; Humans; Practice Guidelines as Topic; Rheumatic Heart Disease/diagnosis, epidemiology, metabolism, prevention & control; United States/epidemiology",,"Journal Article, Review"
"Caceres BA, Streed CG, Corliss HL, Lloyd-Jones DM, Matthews PA, Mukherjee M, Poteat T, Rosendale N, Ross LM, American Heart Association Council on Cardiovascular and Stroke Nursing; Council on Hypertension; Council on Lifestyle and Cardiometabolic Health; Council on Peripheral Vascular Disease; and Stroke Council",,,,[''],"There is mounting evidence that lesbian, gay, bisexual, transgender, and queer or questioning (LGBTQ) adults experience disparities across several cardiovascular risk factors compared with their cisgender heterosexual peers. These disparities are posited to be driven primarily by exposure to psychosocial stressors across the life span. This American Heart Association scientific statement reviews the extant literature on the cardiovascular health of LGBTQ adults. Informed by the minority stress and social ecological models, the objectives of this statement were (1) to present a conceptual model to elucidate potential mechanisms underlying cardiovascular health disparities in LGBTQ adults, (2) to identify research gaps, and (3) to provide suggestions for improving cardiovascular research and care of LGBTQ people. Despite the identified methodological limitations, there is evidence that LGBTQ adults (particularly lesbian, bisexual, and transgender women) experience disparities across several cardiovascular health metrics. These disparities vary by race, sex, sexual orientation, and gender identity. Future research in this area should incorporate longitudinal designs, elucidate physiological mechanisms, assess social and clinical determinants of cardiovascular health, and identify potential targets for behavioral interventions. There is a need to develop and test interventions that address multilevel stressors that affect the cardiovascular health of LGBTQ adults. Content on LGBTQ health should be integrated into health professions curricula and continuing education for practicing clinicians. Advancing the cardiovascular health of LGBTQ adults requires a multifaceted approach that includes stakeholders from multiple sectors to integrate best practices into health promotion and cardiovascular care of this population.",2020,Nov 2020,11/10/2020,33028085,PMC8212867,10.1161/CIR.0000000000000914,Circulation,Assessing and Addressing Cardiovascular Health in LGBTQ Adults: A Scientific Statement From the American Heart Association.,e321,e332,142.0,19,Adult; American Heart Association; Cardiovascular Diseases; Female; Healthcare Disparities; Humans; Intersex Persons; Male; Sexual Behavior; Transgender Persons; United States,Cardiovascular Diseases; Healthcare Disparities; Intersex Persons; Sexual Behavior; Transgender Persons,Adult; American Heart Association; Cardiovascular Diseases; Female; Healthcare Disparities; Humans; Intersex Persons; Male; Sexual Behavior; Transgender Persons; United States,AHA Scientific Statements; cardiovascular diseases; cultural competency; data collection; health promotion; sexual and gender minorities; social discrimination; transgender persons,Journal Article
"Cushman M, Barnes GD, Creager MA, Diaz JA, Henke PK, Machlus KR, Nieman MT, Wolberg AS, American Heart Association Council on Peripheral Vascular Disease; Council on Arteriosclerosis, Thrombosis and Vascular Biology; Council on Cardiovascular and Stroke Nursing; Council on Clinical Cardiology; Council on Epidemiology and Prevention; and the International Society on Thrombosis and Haemostasis",,,,[''],"Venous thromboembolism is a major cause of morbidity and mortality. The impact of the US Surgeon General's <i>The Surgeon General's Call to Action to Prevent Deep Vein Thrombosis and Pulmonary Embolism</i> in 2008 has been lower than expected given the public health impact of this disease. This scientific statement highlights future research priorities in venous thromboembolism, developed by experts and a crowdsourcing survey across 16 scientific organizations. At the fundamental research level (T0), researchers need to identify pathobiological causative mechanisms for the 50% of patients with unprovoked venous thromboembolism and to better understand mechanisms that differentiate hemostasis from thrombosis. At the human level (T1), new methods for diagnosing, treating, and preventing venous thromboembolism will allow tailoring of diagnostic and therapeutic approaches to individuals. At the patient level (T2), research efforts are required to understand how foundational evidence impacts care of patients (eg, biomarkers). New treatments, such as catheter-based therapies, require further testing to identify which patients are most likely to experience benefit. At the practice level (T3), translating evidence into practice remains challenging. Areas of overuse and underuse will require evidence-based tools to improve care delivery. At the community and population level (T4), public awareness campaigns need thorough impact assessment. Large population-based cohort studies can elucidate the biological and environmental underpinnings of venous thromboembolism and its complications. To achieve these goals, funding agencies and training programs must support a new generation of scientists and clinicians who work in multidisciplinary teams to solve the pressing public health problem of venous thromboembolism.",2020,Aug 2020,08/11/2020,32776842,,10.1161/CIR.0000000000000818,Circulation,Venous Thromboembolism Research Priorities: A Scientific Statement From the American Heart Association and the International Society on Thrombosis and Haemostasis.,e85,e94,142.0,6,"American Heart Association; Biomarkers; Evidence-Based Medicine; Expert Testimony; Hemostasis; Humans; Practice Guidelines as Topic; Research; Thrombosis; Translational Research, Biomedical; United States; Venous Thromboembolism",,"American Heart Association; Biomarkers; Evidence-Based Medicine; Expert Testimony; Hemostasis/physiology; Humans; Practice Guidelines as Topic; Research; Thrombosis/diagnosis; Translational Research, Biomedical; United States; Venous Thromboembolism/diagnosis, therapy",AHA Scientific Statements; hemostasis; postthrombotic syndrome; pulmonary embolism; research priorities; thrombosis; venous thromboembolism; venous thrombosis,"Journal Article, Review"
"Bangalore S, Barsness GW, Dangas GD, Kern MJ, Rao SV, Shore-Lesserson L, Tamis-Holland JE",,,,[''],"Cardiac catheterization procedures have rapidly evolved and expanded in scope and techniques over the past few decades. However, although some practices have emerged based on evidence, many traditions have persisted based on beliefs and theoretical concerns. The aim of this review is to highlight common preprocedure, intraprocedure, and postprocedure catheterization laboratory practices where evidence has accumulated over the past few decades to support or discount traditionally held practices.",2021,Aug 2021,08/03/2021,34187171,,10.1161/CIR.0000000000000996,Circulation,Evidence-Based Practices in the Cardiac Catheterization Laboratory: A Scientific Statement From the American Heart Association.,e107,e119,144.0,5,"American Heart Association; Cardiac Catheterization; Clinical Laboratory Services; Clinical Laboratory Techniques; Evidence-Based Medicine; Health Care Surveys; Humans; Laboratories, Clinical; Perioperative Care; United States",Cardiac Catheterization; Evidence-Based Medicine,"American Heart Association; Cardiac Catheterization/methods, standards; Clinical Laboratory Services; Clinical Laboratory Techniques; Evidence-Based Medicine/methods, standards; Health Care Surveys; Humans; Laboratories, Clinical; Perioperative Care/methods, standards; United States",AHA Scientific Statements; cardiac catheterization; evidence based; percutaneous coronary intervention,"Journal Article, Review"
"Barone Gibbs B, Hivert MF, Jerome GJ, Kraus WE, Rosenkranz SK, Schorr EN, Spartano NL, Lobelo F, American Heart Association Council on Lifestyle and Cardiometabolic Health; Council on Cardiovascular and Stroke Nursing; and Council on Clinical Cardiology",,,,[''],"Current guidelines published by the American Heart Association and the American College of Cardiology broadly recommend lifestyle approaches to prevent and treat elevated blood pressure and cholesterol. For patients with mildly or moderately elevated blood pressure and blood cholesterol, lifestyle-only approaches are the first line of therapy. The purpose of this scientific statement is to: (1) highlight the mild-moderate-risk patient groups indicated for lifestyle-only treatment for elevated blood pressure or cholesterol; (2) describe recommendations, average effects, and additional considerations when prescribing lifestyle treatment with physical activity; and (3) provide guidance and resources for clinicians to assess, prescribe, counsel, and refer to support increased physical activity in their patients. An estimated 21% and 28% to 37% of US adults, respectively, have mild-moderate-risk blood pressure and cholesterol and should receive lifestyle-only as first-line treatment. Of the recommended lifestyle changes, increasing physical activity has extensive benefits, including improving both blood pressure and blood cholesterol, that are comparable, superior, or complementary to other healthy lifestyle changes. Physical activity assessment and prescription are an excellent lifestyle behavior treatment option for all patients, including for the large population of mild-moderate-risk patients with elevated blood pressure and blood cholesterol.",2021,Aug 2021,,34074137,,10.1161/HYP.0000000000000196,"Hypertension (Dallas, Tex. : 1979)","Physical Activity as a Critical Component of First-Line Treatment for Elevated Blood Pressure or Cholesterol: Who, What, and How?: A Scientific Statement From the American Heart Association.",e26,e37,78.0,2,American Heart Association; Exercise; Humans; Hypercholesterolemia; Hypertension; Life Style; United States,American Heart Association; Exercise,American Heart Association; Exercise; Humans; Hypercholesterolemia/therapy; Hypertension/therapy; Life Style; United States,AHA Scientific Statements; blood pressure; exercise; hypertension; lifestyle; risk reduction behavior,Journal Article
"Brown DL, Levine DA, Albright K, Kapral MK, Leung LY, Reeves MJ, Sico J, Strong B, Whiteley WN, American Heart Association Stroke Council",,,,[''],"Dual antiplatelet therapy (DAPT) after ischemic stroke or transient ischemic attack may reduce recurrent stroke but also increase severe bleeding compared with single antiplatelet therapy (SAPT). The American Heart Association/American Stroke Association convened an evidence review committee to perform a systematic review and meta-analysis of the benefits and risks of DAPT compared with SAPT for secondary ischemic stroke prevention. The Medline, Embase, and Cochrane databases were searched on December 5, 2019, to identify phase III or IV randomized controlled trials (n≥100) from December 1999 to December 2019. We calculated unadjusted relative risks (RRs) and performed meta-analyses of studies based on the duration of treatment (short [≤90 days] versus long [>90 days]). Three short-duration randomized controlled trials were identified that enrolled mostly patients with minor stroke or high risk transient ischemic attack. In these trials, DAPT, compared with SAPT, was associated with a lower 90-day risk of recurrent ischemic stroke (pooled RR, 0.68 [95% CI, 0.55-0.83], <i>I </i><sup>2</sup>=37.1%). There was no significant increase in major bleeding with DAPT in short-duration trials (pooled RR, 1.88 [95% CI, 0.93-3.83], <i>I </i><sup>2</sup>=8.9%). In 2 long-duration treatment randomized controlled trials (mean treatment duration, 18-40 months), DAPT was not associated with a significant reduction in recurrent ischemic stroke (pooled RR, 0.89 [95% CI, 0.79-1.02], <i>I </i><sup>2</sup>=1.4%), but was associated with a higher risk of major bleeding (pooled RR, 2.42 [95% CI, 1.37-4.30], <i>I </i><sup>2</sup>=75.5%). DAPT was more effective than SAPT for prevention of secondary ischemic stroke when initiated early after the onset of minor stroke/high-risk transient ischemic attack and treatment duration was <90 days. However, when the treatment duration was longer and initiated later after stroke or transient ischemic attack onset, DAPT was not more effective than SAPT for ischemic stroke prevention and it increased the risk of bleeding.",2021,Jul 2021,,34024115,,10.1161/STR.0000000000000377,Stroke,Benefits and Risks of Dual Versus Single Antiplatelet Therapy for Secondary Stroke Prevention: A Systematic Review for the 2021 Guideline for the Prevention of Stroke in Patients With Stroke and Transient Ischemic Attack.,e468,e479,52.0,7,"Dual Anti-Platelet Therapy; Humans; Ischemic Attack, Transient; Platelet Aggregation Inhibitors; Practice Guidelines as Topic; Randomized Controlled Trials as Topic; Risk Assessment; Secondary Prevention; Stroke",,"Dual Anti-Platelet Therapy/methods, standards; Humans; Ischemic Attack, Transient/epidemiology, prevention & control; Platelet Aggregation Inhibitors/administration & dosage; Practice Guidelines as Topic/standards; Randomized Controlled Trials as Topic/methods, standards; Risk Assessment; Secondary Prevention/methods, standards; Stroke/epidemiology, prevention & control","AHA Scientific Statements; dual antiplatelet therapy; ischemic attack, transient; ischemic stroke","Journal Article, Meta-Analysis, Systematic Review"
"Asnani A, Moslehi JJ, Adhikari BB, Baik AH, Beyer AM, de Boer RA, Ghigo A, Grumbach IM, Jain S, Zhu H, American Heart Association Council on Basic Cardiovascular Sciences; Cardio-Oncology Science Subcommittee of Council on Genomic and Precision Medicine and Council on Clinical Cardiology; Council on Peripheral Vascular Disease; and Council on Arteriosclerosis, Thrombosis and Vascular Biology",,,,[''],"Although cardiovascular toxicity from traditional chemotherapies has been well recognized for decades, the recent explosion of effective novel targeted cancer therapies with cardiovascular sequelae has driven the emergence of cardio-oncology as a new clinical and research field. Cardiovascular toxicity associated with cancer therapy can manifest as a broad range of potentially life-threatening complications, including heart failure, arrhythmia, myocarditis, and vascular events. Beyond toxicology, the intersection of cancer and heart disease has blossomed to include discovery of genetic and environmental risk factors that predispose to both. There is a pressing need to understand the underlying molecular mechanisms of cardiovascular toxicity to improve outcomes in patients with cancer. Preclinical cardiovascular models, ranging from cellular assays to large animals, serve as the foundation for mechanistic studies, with the ultimate goal of identifying biologically sound biomarkers and cardioprotective therapies that allow the optimal use of cancer treatments while minimizing toxicities. Given that novel cancer therapies target specific pathways integral to normal cardiovascular homeostasis, a better mechanistic understanding of toxicity may provide insights into fundamental pathways that lead to cardiovascular disease when dysregulated. The goal of this scientific statement is to summarize the strengths and weaknesses of preclinical models of cancer therapy-associated cardiovascular toxicity, to highlight overlapping mechanisms driving cancer and cardiovascular disease, and to discuss opportunities to leverage cardio-oncology models to address important mechanistic questions relevant to all patients with cardiovascular disease, including those with and without cancer.",2021,Jun 2021,06/25/2021,33934611,PMC8423100,10.1161/RES.0000000000000473,Circulation research,Preclinical Models of Cancer Therapy-Associated Cardiovascular Toxicity: A Scientific Statement From the American Heart Association.,e21,e34,129.0,1,"American Heart Association; Animals; Antineoplastic Agents; Cardiotoxicity; Cells, Cultured; Disease Models, Animal; Heart Diseases; Humans; Myocytes, Cardiac; Risk Assessment; Toxicity Tests; United States",Toxicity Tests,"American Heart Association; Animals; Antineoplastic Agents/toxicity; Cardiotoxicity; Cells, Cultured; Disease Models, Animal; Heart Diseases/chemically induced, genetics, metabolism, pathology; Humans; Myocytes, Cardiac/drug effects, metabolism, pathology; Risk Assessment; Toxicity Tests; United States","AHA Scientific Statements; cardiotoxicity; heart failure; medical oncology; models, cardiovascular; myocarditis; neoplasms","Journal Article, Review"
